nsa_name,temp_mean,temp_median,temp_min,temp_max
Waverly,25.50701798969603,25.544959545135498,24.8435134887695,24.955509185791
West Arlington,24.77343360298085,24.8050289154053,24.3568935394287,24.3771362304688
West Forest Park,24.083147436724623,24.174409866333,23.0539627075195,23.27809715271
West Hills,24.374000180061916,24.373709678649902,23.238862991333,23.9540538787842
Westfield,25.288545721847388,25.190746307373,24.694616317749,25.0798530578613
Westgate,24.59035430456231,24.5686950683594,24.1214427947998,24.4517631530762
Westport,26.051151241853105,26.0137996673584,24.876579284668,25.7122001647949
Wilhelm Park,25.65486670323609,25.5122227668762,24.6637706756592,25.1477699279785
Wilson Park,24.898402609032072,24.8972845077515,24.6266193389893,24.9017105102539
Winchester,25.105189458290063,24.9902544021606,24.4880104064941,24.8406925201416
Windsor Hills,24.022755216514486,24.02316665649415,23.3900260925293,23.7262573242188
Winston-Govans,24.824133024360123,24.78004932403565,24.5569362640381,24.7112236022949
Woodberry,24.899415703911956,24.9785528182983,24.0908241271973,24.2159366607666
Woodbourne Heights,25.477627156631254,25.4827175140381,25.2238903045654,25.3575439453125
Woodbourne-McCabe,24.72605214698721,24.6260747909546,24.4446830749512,24.6809196472168
Woodmere,25.756574587283627,25.8922519683838,24.5094242095947,24.6308860778809
Wrenlane,24.962298590679033,24.9297757148743,24.8744297027588,24.9479904174805
Wyman Park,25.054747664532016,25.1233425140381,24.0887107849121,24.8472995758057
Wyndhurst,24.082440967412225,24.0214824676514,23.7403430938721,23.9082870483398
Yale Heights,25.420687745490024,25.42805433273315,24.7837505340576,25.3428230285645
York-Homeland,24.675605410981902,24.6750526428223,24.4842967987061,24.6676273345947
